slot1@cs147-p.chicago.kbase.us 48284 12.0 2208445536
slot1@cs148-p.chicago.kbase.us 48284 12.0 2177159836
slot1@cs149-p.chicago.kbase.us 48284 12.0 2183770192
slot1@cs150-p.chicago.kbase.us 48284 12.0 2228291520
slot1@cs151-p.chicago.kbase.us 48284 12.0 2228282100
slot1@cs152-p.chicago.kbase.us 48284 12.0 2228271408
slot1@cs153-p.chicago.kbase.us 48284 12.0 2215230028
slot1@cs155-p.chicago.kbase.us 48284 12.0 2175375452
slot1@cs156-p.chicago.kbase.us 48284 12.0 2215448588
slot1@cs157-p.chicago.kbase.us 48284 12.0 2206470036
slot1@cs158-p.chicago.kbase.us 48284 12.0 2159322864
slot1@cs159-p.chicago.kbase.us 48284 12.0 2214627752
slot1@cs161-p.chicago.kbase.us 48284 12.0 2094127828
slot1@cs162-p.chicago.kbase.us 48284 12.0 2182240292
slot1@cs163-p.chicago.kbase.us 48284 12.0 2228263748
slot1@cs164-p.chicago.kbase.us 48284 12.0 1810382540
slot1@cs165-p.chicago.kbase.us 48284 12.0 2113185880
slot1@cs166-p.chicago.kbase.us 48284 12.0 2204248876
slot1@cs167-p.chicago.kbase.us 48284 12.0 2157967092
slot1@cs168-p.chicago.kbase.us 48284 12.0 2185686136
slot1@cs169-p.chicago.kbase.us 48284 12.0 2172859312
slot1@cs170-p.chicago.kbase.us 48284 12.0 2228277724
slot1@cs171-p.chicago.kbase.us 48284 12.0 2228285640
slot1@cs172-p.chicago.kbase.us 48284 12.0 2228267296
slot1@cs173-p.chicago.kbase.us 48284 12.0 1842193940
slot1@cs175-p.chicago.kbase.us 48284 12.0 2218967868
slot1@cs176-p.chicago.kbase.us 48284 12.0 1765970184
slot1@cs177-p.chicago.kbase.us 48284 12.0 2228272896
slot1@cs178-p.chicago.kbase.us 48284 12.0 1616649748
slot1@cs181-p.chicago.kbase.us 48284 12.0 2188171068
slot1@cs182-p.chicago.kbase.us 48284 24.0 2217797812
slot1@cs183-p.chicago.kbase.us 48284 12.0 2087012748
slot1@cs184-p.chicago.kbase.us 48284 12.0 2175118992
slot1@cs185-p.chicago.kbase.us 48284 12.0 2217795764
slot1@cs186-p.chicago.kbase.us 48284 24.0 2217785112
slot1@cs187-p.chicago.kbase.us 48284 24.0 2217768416
slot1@cs189-p.chicago.kbase.us 48284 24.0 2217779460
slot1@cs190-p.chicago.kbase.us 48284 24.0 2217793216
slot1@cs191-p.chicago.kbase.us 48284 24.0 2218075332
slot1@cs192-p.chicago.kbase.us 48284 12.0 2162259632
slot1@cs193-p.chicago.kbase.us 48284 12.0 2217779740
slot1@cs194-p.chicago.kbase.us 48284 12.0 2180080532
slot1@cs195-p.chicago.kbase.us 48284 12.0 2217867120
slot1@cs196-p.chicago.kbase.us 48284 24.0 2217789520
slot1@cs197-p.chicago.kbase.us 48284 24.0 2217811560
slot1@cs198-p.chicago.kbase.us 48284 24.0 2217812084
slot1@kc10-p.chicago.kbase.us 257845 32.0 1745295312
slot1@kc12-p.chicago.kbase.us 257845 32.0 1748905144
slot1@kc24-p.chicago.kbase.us 257845 32.0 1750192840
slot1@kc25-p.chicago.kbase.us 257845 32.0 1747247408
slot1@kc28-p.chicago.kbase.us 257845 32.0 1752900832
slot1@kc29-p.chicago.kbase.us 257861 48.0 1720990192
slot1@kc33-p.chicago.kbase.us 257861 48.0 1729642076
slot1@kc37-p.chicago.kbase.us 257861 48.0 1684946900
slot1@proda-compute01.chicago.kbase.us 1461494 64.0 975128448
slot1@proda-compute02.chicago.kbase.us 1461494 64.0 1081009512
slot1@proda-compute03.chicago.kbase.us 1461494 64.0 1280010928
slot1@proda-compute04.chicago.kbase.us 1461494 64.0 1789482992
slot1@prodb-compute01 1461499 36.0 1255663652
slot1@prodb-compute02 1461499 36.0 1222206484
slot1@uploadworker-prod-dtn2 257686 48.0 39247381340
slot1@uploadworker-prod-dtn2-clone 257686 48.0 39247368220
